Time,Pressure,single,double,triple,move
2000/11/9,13883,13253.70358,12482.25967,12033.8782,13915.66667
2000/11/10,13984,13442.4925,12713.69284,12168.39264,13936
2000/11/11,13941,13604.94475,12932.33274,12331.9827,13992.33333
2000/11/12,14052,13705.76133,13134.11634,12512.08771,13993
2000/11/13,13986,13809.63293,13305.60984,12698.6963,13997.66667
2000/11/14,13955,13862.54305,13456.81677,12880.77036,13785.66667
2000/11/15,13416,13890.28014,13578.53465,13053.58428,13700.33333
2000/11/16,13730,13747.99609,13672.0583,13211.06939,13616.33333
2000/11/17,13703,13742.59727,13694.83964,13349.36606,13664
2000/11/18,13559,13730.71809,13709.16692,13453.00814,13552
2000/11/19,13394,13679.20266,13715.63227,13529.85577,13371.33333
2000/11/20,13161,13593.64186,13704.70339,13585.58872,13229
2000/11/21,13132,13463.8493,13671.38493,13621.32312,14012.66667
2000/11/22,15745,13364.29451,13609.12424,13636.34167,15614
2000/11/23,17965,14078.50616,13535.67532,13628.17644,17564
2000/11/24,18982,15244.45431,13698.52457,13600.4261,18253
2000/11/25,17812,16365.71802,14162.3035,13629.85565,18081.33333
2000/11/26,17450,16799.60261,14823.32785,13789.59,16959
2000/11/27,15615,16994.72183,15416.21028,14099.71136,15833.66667
2000/11/28,14436,16580.80528,15889.76374,14494.66103,14827.66667
2000/11/29,14432,15937.3637,16097.07621,14913.19185,14218
2000/11/30,13786,15485.75459,16049.16245,15268.35715,13895
2000/12/1,13467,14975.82821,15880.14009,15502.59874,13511.33333
2000/12/2,13281,14523.17975,15608.84653,15615.86115,13295.33333
2000/12/3,13138,14150.52582,15283.14649,15613.75676,13178.66667
2000/12/4,13117,13846.76808,14943.36029,15514.57368,13066.66667
2000/12/5,12945,13627.83765,14614.38263,15343.20967,13273.33333
2000/12/6,13758,13422.98636,14318.41914,15124.56155,13576
2000/12/7,14025,13523.49045,14049.7893,14882.71883,13938.33333
2000/12/8,14032,13673.94332,13891.89965,14632.83997,14002.66667
2000/12/9,13951,13781.36032,13826.51275,14410.55787,13940
2000/12/10,13837,13832.25222,13812.96702,14235.34434,13902.33333
2000/12/11,13919,13833.67656,13818.75258,14108.63114,13836.66667
2000/12/12,13754,13859.27359,13823.22977,14021.66757,13773.33333
2000/12/13,13647,13827.69151,13834.04292,13962.13623,13669
2000/12/14,13606,13773.48406,13832.1375,13923.70824,13400.33333
2000/12/15,12948,13723.23884,13814.54147,13896.23702,13270.66667
2000/12/16,13258,13490.66719,13787.15068,13871.72835,13099.66667
2000/12/17,13093,13420.86703,13698.20563,13846.35505,13058
2000/12/18,12823,13322.50692,13615.00405,13801.91022,12879.66667
2000/12/19,12723,13172.65485,13527.25491,13745.83837,12715
2000/12/20,12599,13037.75839,13420.87489,13680.26333,12563
2000/12/21,12367,12906.13087,13305.93994,13602.4468,12440
2000/12/22,12354,12744.39161,13185.99722,13513.49474,12338.33333
2000/12/23,12294,12627.27413,13053.51554,13415.24549,12271.66667
2000/12/24,12167,12527.29189,12925.64312,13306.7265,11926.66667
2000/12/25,11319,12419.20432,12806.13775,13192.40149,11836.66667
2000/12/26,12024,12089.14303,12690.05772,13076.52237,11748
2000/12/27,11901,12069.60012,12509.78331,12960.58297,11849
2000/12/28,11622,12019.02008,12377.72835,12825.34307,11609
2000/12/29,11304,11899.91406,12270.11587,12691.05866,11395
2000/12/30,11259,11721.13984,12159.05533,12564.77582,11167
2000/12/31,10938,11582.49789,12027.68068,12443.05967,10983.66667
2001/1/1,10754,11389.14852,11894.12584,12318.44598,10791.33333
2001/1/2,10682,11198.60397,11742.63265,12191.14994,10677.66667
2001/1/3,10597,11043.62278,11579.42404,12056.59475,10336
2001/1/4,9729,10909.63594,11418.68366,11913.44354,10379.33333
2001/1/5,10812,10555.44516,11265.96935,11765.01558,10504
2001/1/6,10971,10632.41161,11052.81209,11615.30171,11006
2001/1/7,11235,10733.98813,10926.69195,11446.55482,11160.33333
2001/1/8,11275,10884.29169,10868.8808,11290.59596,11284
2001/1/9,11342,11001.50418,10873.50407,11164.08141,11405.33333
2001/1/10,11599,11103.65293,10911.9041,11076.90821,12004
2001/1/11,13071,11252.25705,10969.42875,11027.40698,13299
2001/1/12,15227,11797.87993,11054.27724,11010.01351,14644.66667
2001/1/13,15636,12826.61595,11277.35805,11023.29263,15807
2001/1/14,16558,13669.43117,11742.13542,11099.51225,16531
2001/1/15,17399,14536.00182,12320.32414,11292.2992,17022.66667
2001/1/16,17111,15394.90127,12985.02745,11600.70669,17378
2001/1/17,17624,15909.73089,13707.98959,12016.00291,17391.33333
2001/1/18,17439,16424.01162,14368.51198,12523.59892,17460.66667
2001/1/19,17319,16728.50814,14985.16188,13077.07284,17395.66667
2001/1/20,17429,16905.6557,15508.16575,13649.49955,17041
2001/1/21,16375,17062.65899,15927.41274,14207.09941,16323.33333
2001/1/22,15166,16856.36129,16267.98661,14723.19341,15485.66667
2001/1/23,14916,16349.2529,16444.49902,15186.63137,14600.66667
2001/1/24,13720,15919.27703,16415.92518,15563.99166,14325.33333
2001/1/25,14340,15259.49392,16266.93074,15819.57172,14077.66667
2001/1/26,14173,14983.64575,15964.69969,15953.77942,14241.33333
2001/1/27,14211,14740.45202,15670.38351,15957.0555,14346.33333
2001/1/28,14655,14581.61642,15391.40406,15871.05391,14549.66667
2001/1/29,14783,14603.63149,15148.46777,15727.15895,14796.66667
2001/1/30,14952,14657.44204,14985.01689,15553.5516,14878
2001/1/31,14899,14745.80943,14886.74443,15382.99118,14897.66667
2001/2/1,14842,14791.7666,14844.46393,15234.11716,14744
2001/2/2,14491,14806.83662,14828.65473,15117.22119,14140
2001/2/3,13087,14712.08563,14822.1093,15030.65125,13721.66667
2001/2/4,13587,14224.55994,14789.1022,14968.08867,13275.33333
2001/2/5,13152,14033.29196,14619.73952,14914.39273,13161
2001/2/6,12744,13768.90437,14443.80525,14825.99677,12701.33333
2001/2/7,12208,13461.43306,14241.33499,14711.33931,12193.66667
2001/2/8,11629,13085.40314,14007.36441,14570.33802,11567.33333
2001/2/9,10865,12648.4822,13730.77603,14401.44593,10736
2001/2/10,9714,12113.43754,13406.08788,14200.24496,9952.666667
2001/2/11,9279,11393.60628,13018.29278,13961.99784,9452
2001/2/12,9363,10759.22439,12530.88683,13678.88632,8887.666667
2001/2/13,8021,10340.35708,11999.3881,13334.48647,8866
2001/2/14,9214,9644.549953,11501.67879,12933.95696,8859.333333
2001/2/15,9343,9515.384967,10944.54014,12504.27351,9353
2001/2/16,9502,9463.669477,10515.79359,12036.3535,9478.666667
2001/2/17,9591,9475.168634,10200.15635,11580.18553,9580
2001/2/18,9647,9509.918044,9982.660039,11166.17677,9670.333333
2001/2/19,9773,9551.042631,9840.83744,10811.12175,9796
2001/2/20,9968,9617.629841,9753.898997,10520.03646,9945.333333
2001/2/21,10095,9722.740889,9713.018251,10290.19522,10100.66667
2001/2/22,10239,9834.418622,9715.935042,10117.04213,9929.333333
2001/2/23,9454,9955.793036,9751.480116,9996.710004,10060.66667
2001/2/24,10489,9805.255125,9812.773992,9923.141037,10226.33333
2001/2/25,10736,10010.37859,9810.518332,9890.030924,10696.33333
2001/2/26,10864,10228.06501,9870.476409,9866.177146,10824.66667
2001/2/27,10874,10418.84551,9977.752989,9867.466925,10929.66667
2001/2/28,11051,10555.39186,10110.08074,9900.552744,11008.33333
